experiment,accepted,reason,z_W0_m,z_W0_km,smooth_width_m,mu_log_width_over_50m,width_inverse_mapping,q_z_W0_scaled,z_m,u_m_s,w_m_s,m_kg,scaled_x0_z,scaled_x1_u,scaled_x2_w,scaled_x3_log_m,physical_residual_norm,transformed_residual_norm,scaled_residual_norm,max_abs_scaled_residual,newton_iterations,state_jacobian_condition,state_jacobian_min_singular_value,state_jacobian_max_singular_value,width_branch_condition,width_branch_min_singular_value,width_branch_max_singular_value,width_tangent_mu,width_tangent_state_norm,z_branch_condition,z_branch_min_singular_value,z_branch_max_singular_value,z_tangent_lambda,critical_real_s_inv,critical_imag_s_inv,stable_eigenvalue_count,smoothed_W_a_m_s,piecewise_W_a_m_s,updraft_difference_m_s,distance_to_z_W0_m,distance_to_ramp_base_m,in_transition_region
fixed_z_width_path,True,converged,9800.0,9.8,100.0,0.6931471805599453,width_m = 50*exp(mu),0.8,9603.058118327548,1.9847094083622583,1.0269572175516248e-24,2.2942873024584747e-10,-0.14969413933387363,0.07484706966693588,2.9094805883939164e-20,-1.5493362599385088,1.88787464708964e-12,1.887874648774957e-12,7.979285343621474e-09,7.97705170398821e-09,7,5743.205012995027,0.8187059662937144,4701.9962097869975,5670.866933134753,0.8291518051322783,4702.009554273627,0.9612824140911324,0.2755650927804985,5344.26306688575,0.9967503881692819,5326.896286397128,0.11522496534189505,0.0011971474705141268,0.0,2,0.2410173941362232,0.20611623665509612,0.03490115748112707,-196.94188167245193,103.05811832754807,True
fixed_z_width_path,True,converged,9800.0,9.8,75.0,0.4054651081081644,width_m = 50*exp(mu),0.8,9602.531125217407,1.9873443739129668,-5.6579954372706765e-24,2.1102785172134722e-10,-0.15496407043529095,0.07748203521764445,2.902795635739094e-20,-1.6329385741750078,2.5967849338519144e-13,2.59678497616572e-13,4.6879254694299926e-09,4.687853546958474e-09,7,6181.267530939732,0.8023304387065516,4959.419089861438,6095.985627877968,0.8135578042276465,4959.43668201969,0.9607614581468568,0.2773759552295866,6616.196517906264,0.9976812563913184,6600.855254516588,0.09169892103152982,0.0014325608609402443,0.0,2,0.22870411353335565,0.20506225043481388,0.02364186309854177,-197.46887478259305,102.53112521740695,True
fixed_z_width_path,True,converged,9800.0,9.8,50.0,0.0,width_m = 50*exp(mu),0.8,9601.90196587964,1.9904901706017974,4.693610395471253e-24,1.9014353114560613e-10,-0.16125566381295475,0.08062783190647511,2.913147241571836e-20,-1.7371494835681829,3.77702718648037e-12,3.7770271869408385e-12,5.9098812384224094e-09,5.897799327595257e-09,6,6793.931186331561,0.7804565686924965,5302.368221617272,6736.624268898655,0.7870975308366561,5302.380328224425,0.978270059532575,0.20733473086324028,8321.44400252696,0.9983462002307765,8307.682000355973,0.07188179240889267,0.0017090213226745921,0.0,2,0.21416611154525506,0.2038039317592811,0.010362179785973952,-198.09803412035944,101.90196587964056,True
fixed_z_width_path,True,converged,9800.0,9.8,35.0,-0.35667494393873245,width_m = 50*exp(mu),0.8,9601.573201400573,1.992133992997141,1.760070737933858e-24,1.7969945118961664e-10,-0.16454330860363314,0.08227165430181838,2.910213701914299e-20,-1.793642957871171,4.3447414402411963e-13,4.3447414857741074e-13,6.290280830232259e-09,6.2901307812611645e-09,5,7163.681364586881,0.7676935866191349,5499.512240176361,7147.295262041902,0.7694541027826057,5499.51566317682,0.9944190892568073,0.10550201382751889,9375.872914218071,0.9986073422375495,9362.815532024337,0.06329150468697943,0.0018677227654629138,0.0,2,0.20664707432749413,0.2031464028011469,0.0035006715263472266,-198.42679859942655,101.57320140057345,True
fixed_z_width_path,True,converged,9800.0,9.8,25.0,-0.6931471805599453,width_m = 50*exp(mu),0.8,9601.444935755177,1.9927753212241142,1.5654153539485757e-27,1.7571194164179127e-10,-0.16582596505759006,0.08291298252879169,2.9084551965917186e-20,-1.8160827386471854,2.5188829204868964e-13,2.518883023817777e-13,7.215006146336557e-09,7.214962176931877e-09,8,7320.99065443343,0.7622565676057591,5580.473207722266,7319.092536902853,0.7624543041101114,5580.473606941774,0.9993808825833949,0.03518311422877142,9882.283226008107,0.9987125950681808,9869.56072584531,0.059814295129725345,0.0019447758572654608,0.0,2,0.20372907013227398,0.20288987151035323,0.0008391986219207503,-198.55506424482337,101.44493575517663,True
fixed_z_width_path,True,converged,9800.0,9.8,10.0,-1.6094379124341003,width_m = 50*exp(mu),0.8,9601.404440028553,1.992977799857238,-6.693551834759638e-28,1.744631722983606e-10,-0.16623092232383296,0.08311546116191557,2.908452961821181e-20,-1.8232150252512564,9.363331701080496e-14,9.363333665991258e-14,6.065996537895141e-09,6.065989311379908e-09,6,7373.986656810535,0.7603480597006839,5606.796446764623,7373.986648045356,0.7603480606047338,5606.796446766488,0.9999999971817457,7.507668456749699e-05,10097.654681620168,0.9987564932048444,10085.098179408438,0.058434256187244696,0.0019797290671261006,0.0,2,0.20280966901975242,0.20280888005710584,7.889626465751309e-07,-198.59555997144707,101.40444002855293,True
fixed_z_width_path,True,converged,9900.0,9.9,300.0,1.791759469228055,width_m = 50*exp(mu),0.9,9602.54858603188,1.9872570698406022,6.57898195624149e-30,2.116242679821414e-10,-0.15478946229056353,0.07739473114527992,2.9084536377553467e-20,-1.6301163162050678,1.54066166660873e-13,1.5406616836546083e-13,2.291860312686865e-09,2.291808528004039e-09,6,6056.981756854628,0.81529154644855,4938.206023356664,5873.262041139115,0.8407953242831162,4938.21126247928,0.9065396000252374,0.4221207808034126,5042.850701699236,0.9793117676967382,4938.523034911816,0.290934020819111,0.0003645238225916682,0.0,2,0.22911019147833406,0.005097172063760809,0.22401301941457324,-297.4514139681196,2.5485860318804043,True
fixed_z_width_path,True,converged,9900.0,9.9,200.0,1.3862943611198906,width_m = 50*exp(mu),0.9,9601.166913445999,1.994165432770007,-1.1000796361774866e-29,1.6723663518415477e-10,-0.16860618814936507,0.0843030940746846,2.908453620175568e-20,-1.8655189110167847,1.1169570680670909e-14,1.117000339852741e-14,9.831954401586433e-09,9.8319543381406e-09,8,7420.364094460651,0.7725753995685419,5732.7907552219995,6898.2617120055675,0.8310513284214073,5732.809559560758,0.8143660814345266,0.5803515188305913,5802.204998689989,0.9882958191296498,5734.294941938471,0.1878210088860302,0.0005722263036043113,0.0,2,0.1974354102813725,0.0023338268919978872,0.1951015833893746,-298.83308655400106,1.1669134459989436,True
fixed_z_width_path,True,residual accepted after maximum iterations,9900.0,9.9,150.0,1.0986122886681098,width_m = 50*exp(mu),0.9,9599.920760258472,2.0003961987076346,2.681464061321757e-29,1.3206003559027415e-10,-0.18106772002463378,0.09053386001231231,2.9084536579910053e-20,-2.1016720633522072,3.6076248224819535e-13,3.607625374232788e-13,1.9952526987441312e-08,1.9952494372606347e-08,14,9212.183671229228,0.7238196771931955,6667.959811153566,8121.54312918588,0.8210260462927284,6667.9984451513565,0.729431067900464,0.6840543232679616,6728.494182841234,0.9916427989927328,6672.262804479002,0.13648008332285072,0.0007091333844646112,0.0,2,0.16980540840152117,0.0,0.16980540840152117,-300.079239741528,-0.07923974152799929,True
fixed_z_width_path,True,converged,9900.0,9.9,100.0,0.6931471805599453,width_m = 50*exp(mu),0.9,9597.878437888114,2.0106078105594345,-7.979127694152316e-25,8.421492318517427e-11,-0.20149094372822704,0.10074547186411197,2.9076557184069495e-20,-2.5515565570970513,6.791049751850771e-14,6.79105575314689e-14,9.028304557163831e-09,9.028302003065053e-09,9,14418.636905852007,0.6185844889368537,8919.14514157252,11316.024513538976,0.7881934759349943,8919.216695091889,0.6147185709060714,0.7887465236583914,8989.295896889296,0.9938822517541189,8934.301647684395,0.08748689462779961,0.0008525272626162171,0.0,2,0.12700086945762556,0.0,0.12700086945762556,-302.1215621118863,-2.1215621118863055,True
fixed_z_width_path,True,converged,9900.0,9.9,75.0,0.4054651081081644,width_m = 50*exp(mu),0.9,9596.367273754176,2.0181636312291236,4.957811883625378e-26,5.6410732221082254e-11,-0.21660258506760038,0.10830129253380101,2.908503209295201e-20,-2.9522692696099204,8.963133405295654e-13,8.963133415185056e-13,4.211417685137293e-09,4.210463768119023e-09,10,22317.6952667615,0.5190822413011501,11584.719279746629,15699.484921066163,0.7379095369052564,11584.799647754988,0.5554516348084387,0.8315488448603804,11677.080029179502,0.9944294460599613,11612.03222501481,0.06437167822643937,0.0008998118995937188,0.0,2,0.0977884642798769,0.0,0.0977884642798769,-303.6327262458235,-3.6327262458235055,True
fixed_z_width_path,True,converged,9900.0,9.9,50.0,0.0,width_m = 50*exp(mu),0.9,9594.406824940555,2.027965875297223,2.34396165660067e-27,2.9368617965756327e-11,-0.23620707320380918,0.11810353660190084,2.9084559751380213e-20,-3.6050020094998056,1.6623275479933798e-11,1.662327548000863e-11,5.2576920494253346e-09,4.987984844581295e-09,9,48346.14410457431,0.36797876725970513,17790.354509361317,28852.694434218683,0.6165947547441402,17790.420048374686,0.5052973865264966,0.8629452770422308,17929.800713331235,0.9943952580977854,17829.30880797487,0.042076703501031945,0.0008981331466552369,0.0,2,0.06365648314152415,0.0,0.06365648314152415,-305.59317505944455,-5.5931750594445475,True
fixed_z_width_path,True,converged,9900.0,9.9,35.0,-0.35667494393873245,width_m = 50*exp(mu),0.9,9592.997026446577,2.035014867767117,5.141563615626607e-29,1.558552859756361e-11,-0.25030505814359283,0.12515252907179472,2.908453682592001e-20,-4.23858586790348,1.5631940186722204e-13,1.5631940956453803e-13,4.9056132699617535e-09,4.905588363985593e-09,10,107201.36856696996,0.25216932083572646,27032.89630419321,56350.35441806649,0.4797297497502325,27032.941423315948,0.47661547026733286,0.8791118776935329,27240.666828199806,0.993888539828558,27074.186577835742,0.028943054752272837,0.000856895456942172,0.0,2,0.04185618836866685,0.0,0.04185618836866685,-307.00297355342263,-7.002973553422635,True
fixed_z_width_path,True,converged,9900.0,9.9,25.0,-0.6931471805599453,width_m = 50*exp(mu),0.9,9592.010335049123,2.039948324754383,-9.339705653850314e-24,8.189563913402268e-12,-0.26017197211812354,0.13008598605906038,2.8991139255225146e-20,-4.8820680473988665,2.2705105665091e-11,2.270510566511164e-11,3.811372117112507e-09,3.061264311109578e-09,7,245035.0158979677,0.16888738991928262,41383.32427383769,116247.04509440865,0.3559948892434943,41383.353943267495,0.4497911158689077,0.893133781740117,41714.05392113617,0.9930165771474924,41422.74704371257,0.02035701490438719,0.0007960370926362466,0.0,2,0.027303120136875043,0.0,0.027303120136875043,-307.98966495087734,-7.989664950877341,True
fixed_z_width_path,True,converged,9900.0,9.9,10.0,-1.6094379124341003,width_m = 50*exp(mu),0.9,9590.753742541958,2.046231287290215,-2.0441898046207513e-27,9.88816373983868e-13,-0.2727378971897886,0.13636894859489254,2.90845158698656e-20,-6.996175330585499,4.648683896284705e-12,4.6486838972852354e-12,9.656042193883667e-09,9.644845682041052e-09,11,3916823.029853998,0.04285518447462887,167856.17349886787,1334220.7708088467,0.1258083995431067,167856.1798126312,0.3382427218252219,0.9410589041777703,170456.63639348594,0.9848558460189974,167875.21484485923,0.007551215569871966,0.0005044350131347308,0.0,2,0.006681957692915685,0.0,0.006681957692915685,-309.24625745804224,-9.246257458042237,True
fixed_z_width_path,True,converged,9930.0,9.93,300.0,1.791759469228055,width_m = 50*exp(mu),0.93,9601.943201789287,1.990283991053569,4.6910412433180263e-29,1.9147620630138658e-10,-0.16084330471649697,0.08042165235824668,2.908453678086777e-20,-1.730165145797164,1.3162351520659359e-13,1.3162351855123804e-13,2.967296845680565e-09,2.9672676527216545e-09,6,6582.398512553255,0.7990759646213735,5259.836440940787,6275.07779610646,0.8382117022613033,5259.843641296503,0.8646991464980355,0.5022901412984024,5377.615879699883,0.9781529620223887,5260.1309013470745,0.28246661564304054,0.00034796921416206227,0.0,2,0.21511311178447143,0.0,0.21511311178447143,-328.05679821071317,-28.05679821071317,True
fixed_z_width_path,True,converged,9930.0,9.93,200.0,1.3862943611198906,width_m = 50*exp(mu),0.93,9600.308723061498,1.9984563846925083,-2.55086522835218e-28,1.4252021397430056e-10,-0.17718809199437804,0.08859404599718598,2.908453376089842e-20,-2.025444855519555,8.555040721856797e-14,8.555045545272745e-14,9.084554814667332e-09,9.084550786471152e-09,8,8554.885036785265,0.7420712787976261,6348.334479213919,7648.851228211956,0.8299754179368707,6348.3584948721655,0.7440055266737283,0.668173462716792,6433.416468098124,0.9869681918064902,6349.5774186569015,0.18049191080115096,0.0005346065073680466,0.0,2,0.1782992342469605,0.0,0.1782992342469605,-329.6912769385017,-29.691276938501687,True
fixed_z_width_path,True,converged,9930.0,9.93,150.0,1.0986122886681098,width_m = 50*exp(mu),0.93,9598.858728735217,2.005706356323913,-1.2075605201590466e-29,1.0567778852961408e-10,-0.19168803525718572,0.0958440176285907,2.90845361910076e-20,-2.324533963725573,4.461854242144259e-13,4.461854299602347e-13,7.1607202092689224e-09,7.160581198555362e-09,8,11386.327014323886,0.6759045368286849,7696.070086796529,9396.047227697958,0.8190801009091121,7696.115311409626,0.6423430866979835,0.7664172225174137,7776.242142835672,0.9900734703249658,7699.051044444563,0.13019381444946437,0.0006405539517184293,0.0,2,0.1471181971069858,0.0,0.1471181971069858,-331.1412712647834,-31.141271264783427,True
fixed_z_width_path,True,converged,9930.0,9.93,100.0,0.6931471805599453,width_m = 50*exp(mu),0.93,9596.537022566963,2.017314887165185,5.10000012901995e-29,5.9222184142861e-11,-0.21490509693972784,0.1074525484698628,2.908453682176366e-20,-2.903632493781058,1.9062134044959196e-11,1.9062134045194086e-11,9.653167090309954e-09,9.463085402233418e-09,6,20974.76567637244,0.534822371548322,11217.773921707852,14439.10502572732,0.7769071626448494,11217.844116668797,0.5129525872307705,0.8584169402180148,11319.192570308478,0.991629992909842,11224.450848240132,0.08241169420484405,0.0007130992016253449,0.0,2,0.1009513636176114,0.0,0.1009513636176114,-333.46297743303694,-33.46297743303694,True
fixed_z_width_path,True,converged,9930.0,9.93,75.0,0.4054651081081644,width_m = 50*exp(mu),0.93,9594.863682244411,2.0256815887779416,-1.5907482541592847e-24,3.480636416092358e-11,-0.23163850016523954,0.1158192500826193,2.9068628829222054e-20,-3.4351284493716747,1.016356759217021e-12,1.0163567595326566e-12,2.535014764855436e-09,2.5329765193177376e-09,10,38880.31140868084,0.40896131415790554,15900.543248562724,22361.40893054294,0.7110737314233514,15900.610488124623,0.4431370061833955,0.896453899400754,16049.80567132597,0.9911960320917449,15908.503697261885,0.059863418345622116,0.0006935704124098885,0.0,2,0.07120395176194519,0.0,0.07120395176194519,-335.1363177555886,-35.13631775558861,True
fixed_z_width_path,True,residual accepted after maximum iterations,9930.0,9.93,50.0,0.0,width_m = 50*exp(mu),0.93,9592.786528513829,2.036067357430857,-1.2637980883091654e-29,1.3876848957835381e-11,-0.25241003747106794,0.12620501873553444,2.908453618538384e-20,-4.354706788642606,5.618311586159386e-13,5.618312067943674e-13,2.3267273758771013e-08,2.326720592643402e-08,14,122230.55188292652,0.23871229483618925,29177.935539067283,52620.668681468516,0.5544964970171173,29177.97645457263,0.368923901587824,0.9294596036607603,29535.959793376787,0.9880947775717009,29184.32762240334,0.0382740026335431,0.0005783614535482901,0.0,2,0.03875361594921024,0.0,0.03875361594921024,-337.21347148617133,-37.21347148617133,True
fixed_z_width_path,True,residual accepted after maximum iterations,9930.0,9.93,35.0,-0.35667494393873245,width_m = 50*exp(mu),0.93,9591.552702435709,2.0422364878214547,5.47191446694215e-28,5.180868251764968e-12,-0.2647482982522644,0.13237414912613232,2.9084541783678116e-20,-5.339956039223172,2.7761770829413795e-13,2.777694158485546e-13,9.179129721016446e-07,9.179129716818249e-07,14,434932.38208709983,0.128794952310553,56017.095409223235,146421.46970395197,0.3825744554309624,56017.11403539058,0.31365463902833274,0.9495371332475662,57129.863011148576,0.9805872106015298,56020.813012149694,0.025970831980403484,0.0004143767465281681,0.0,2,0.020135390741050363,0.0,0.020135390741050363,-338.44729756429115,-38.44729756429115,True
fixed_z_width_path,True,converged,9930.0,9.93,25.0,-0.6931471805599453,width_m = 50*exp(mu),0.93,9590.928385628344,2.045358071858283,5.92129625238015e-29,1.6798492315944368e-12,-0.27099146632592636,0.1354957331629606,2.9084536903893275e-20,-6.466224651329921,1.8336810090650656e-12,1.8336810093503726e-12,3.2398881063358415e-09,3.234694897690721e-09,11,1907034.6447972185,0.061941496980355476,118124.58069214018,508789.3011485737,0.23216798522592225,118124.58695216937,0.2600052843939569,0.9656071934732143,122946.44989516209,0.9607934065795926,118126.13842163997,0.017909435618939363,0.0001722270824938916,5.632388362161458e-05,2,0.009511734297417673,0.0,0.009511734297417673,-339.0716143716563,-39.071614371656324,True
fixed_z_width_path,True,residual accepted after maximum iterations,9930.0,9.93,10.0,-1.6094379124341003,width_m = 50*exp(mu),0.93,9590.20222271274,2.048988886436297,6.713604144885908e-27,1.28970293997697e-14,-0.2782530954819509,0.13912654774097427,2.90846034478051e-20,-11.335686970839816,3.6053016567389765e-11,3.605301664726598e-11,2.400178598628274e-07,2.399907807668781e-07,14,1216014596.8575711,0.0024536172509650243,2983634.392275016,161562982.48627892,0.018467314395721666,2983634.392284586,0.1328404419940199,0.9911374359647774,8661121.865243118,0.34448590408330276,2983634.3961239373,0.006686607206423326,1.6862024382314448e-05,0.0001970834530651201,2,0.00037034570019107196,0.0,0.00037034570019107196,-339.79777728726003,-39.79777728726003,True
